,Unnamed: 0,Unnamed: 0.1,title,address,categoryName,lat,lon,totalScore,reviewsCount,price,price_cont,our_rating,star_nr,categories_tuple,geometry,index_right,neighbourhood,neighbourhood_group,final_categories
735,730,49486,Weingarten GmbH & Co. KG,"Nürnberger Str. 14-15, 10789 Berlin, Germany",Plus size clothing store,52.5026281,13.3384557,4.6,122,,,4.33,66,"('Plus size clothing store', 'Clothing store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.332752416935556 52.50604612141436),102,Kurfürstendamm,Charlottenburg-Wilm.,"[""Men's clothing store"", ""Women's clothing store"", 'Plus size clothing store', 'General clothing store']"
736,731,49552,Porsche Design Store Berlin,"Kurfürstendamm 48-49, 10707 Berlin, Germany",Clothing store,52.501685,13.318324,4.6,79,,,4.85,52,"('Clothing store', 'Fashion accessories store', 'Leather goods store', 'Luggage store', ""Men's clothing store"", 'Pen store', 'Sportswear store', 'Store', 'Sunglasses store', 'Watch store')",POINT (13.312616976640133 52.50510195331684),102,Kurfürstendamm,Charlottenburg-Wilm.,"['Sportswear store', ""Men's clothing store"", 'Fashion accessories store', 'Optical store', 'Leather store', 'General clothing store']"
737,732,49604,Zegna Boutique,"Kurfuerstendamm Strasse 186, 10707 Berlin, Germany",Men's clothing store,52.5006999,13.3154081,4.6,14,,,4.0,18,"(""Men's clothing store"", 'Clothing store', 'Fashion accessories store', 'Leather goods store', 'Shoe store', 'Sunglasses store')",POINT (13.309700644865528 52.50411661093404),102,Kurfürstendamm,Charlottenburg-Wilm.,"[""Men's clothing store"", 'Fashion accessories store', 'Footwear store', 'Optical store', 'Leather store', 'General clothing store']"
738,733,49622,BECON Berlin - Filiale Kaiserdamm,"Kaiserdamm 38, 14057 Berlin, Germany",Men's clothing store,52.5098378,13.2753193,4.6,191,,,4.93,42,"(""Men's clothing store"",)",POINT (13.269602970631864 52.51325351929036),109,Westend,Charlottenburg-Wilm.,"[""Men's clothing store""]"
739,734,49664,Amica,"Stormstraße 6, 14050 Berlin, Germany",Clothing store,52.5108815,13.2705285,3.0,4,,,3.67,6,"('Clothing store',)",POINT (13.264811116322381 52.51429709558809),109,Westend,Charlottenburg-Wilm.,['General clothing store']
740,735,49670,Boutique it's O'Hara - Kirsten Hübe,"Königin-Luise-Straße 44, 14195 Berlin, Germany",Women's clothing store,52.4578657,13.2909803,4.5,6,,,5.0,3,"(""Women's clothing store"", 'Clothing store', 'Dressmaker')",POINT (13.28527370500097 52.461276808920196),59,Zehlendorf  Nord,Steglitz - Zehlendorf,"[""Women's clothing store"", 'General clothing store']"
741,736,49673,C&A,"Turmstraße 28, 10551 Berlin, Germany",Clothing store,52.5265769,13.3419065,3.8,171,,,3.19,93,"('Clothing store', 'Dress store', ""Men's clothing store"", 'Outerwear store', ""Women's clothing store"")",POINT (13.336200777381817 52.529997561255755),15,Moabit West,Mitte,"['Sportswear store', ""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
742,737,49766,Stardust & Jones,"Bugenhagenstraße 4, 10551 Berlin, Germany",Clothing store,52.5282561,13.3426428,5.0,5,,,5.0,9,"('Clothing store',)",POINT (13.336937001104225 52.53167697018018),15,Moabit West,Mitte,['General clothing store']
743,738,49775,NEW YORKER,"Stromstraße 11-17, 10559 Berlin, Germany",Clothing store,52.5269807,13.3443102,4.3,212,,,4.23,129,"('Clothing store',)",POINT (13.338604886534679 52.5304015188404),15,Moabit West,Mitte,['General clothing store']
744,739,49818,NEW YORKER,"Stromstraße 11-17, 10559 Berlin, Germany",Clothing store,52.5269807,13.3443102,4.3,211,,,4.23,129,"('Clothing store',)",POINT (13.338604886534679 52.5304015188404),15,Moabit West,Mitte,['General clothing store']
745,740,49904,Fast Forward,"Stromstraße 15, 10551 Berlin, Germany",Clothing store,52.5279732,13.3436874,4.3,41,,,4.28,80,"('Clothing store', 'Boutique', 'Jeans shop', 'Shoe store')",POINT (13.337981838329936 52.531394091322305),15,Moabit West,Mitte,"['Formal wear store', 'Footwear store', 'Jeans store', 'General clothing store']"
746,741,49984,Skull & Bunny UG (haftungsbeschränkt),"Alt-Moabit 103, 10559 Berlin, Germany",Clothing store,52.5246459,13.3476032,4.6,9,,,4.56,18,"('Clothing store',)",POINT (13.341898821306144 52.528066636431994),15,Moabit West,Mitte,['General clothing store']
747,742,50002,Lieblingsmomente,"Hohenzollerndamm 93, 14199 Berlin, Germany",Clothing store,52.4781026,13.2820742,4.2,5,,,5.0,8,"('Clothing store', 'Dress store', 'Furniture accessories')",POINT (13.27636327964838 52.48151536883102),99,Grunewald,Charlottenburg-Wilm.,"[""Women's clothing store"", 'General clothing store']"
748,743,50010,LITTLE BOAR GmbH,"Griegstraße 40 a, 14193 Berlin, Germany",Children's clothing store,52.4780418,13.2733514,5.0,1,,,5.0,3,"(""Children's clothing store"", 'Childrens book store')",POINT (13.26763881567644 52.481454141381484),99,Grunewald,Charlottenburg-Wilm.,"[""Children's clothing store""]"
749,744,50013,GERRY WEBER,"Tempelhofer Damm 227, 12099 Berlin, Germany",Women's clothing store,52.4555086,13.3859643,4.4,22,,,4.67,36,"(""Women's clothing store"", 'Clothing store', 'Fashion accessories store')",POINT (13.380276215489623 52.45892404098654),120,Tempelhof,Tempelhof - Schöneberg,"[""Women's clothing store"", 'Fashion accessories store', 'General clothing store']"
750,745,50049,EXPECT,"Tempelhofer Damm 227, 12099 Berlin, Germany",Clothing store,52.4556339,13.3859426,3.4,9,,,3.33,21,"('Clothing store',)",POINT (13.380254495180854 52.459049352890375),120,Tempelhof,Tempelhof - Schöneberg,['General clothing store']
751,746,50070,NEW YORKER,"Tempelhofer Damm, Tempelhofer Hafen 227-235, 12099 Berlin, Germany",Clothing store,52.4556365,13.3848495,4.2,247,,,3.74,156,"('Clothing store',)",POINT (13.379161185239969 52.459051900586225),120,Tempelhof,Tempelhof - Schöneberg,['General clothing store']
752,747,50226,Jeans Fritz,"Tempelhofer Damm 227, 12099 Berlin, Germany",Clothing store,52.4554092,13.3853798,4.1,104,,,4.29,144,"('Clothing store', 'Jeans shop', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.37969161621979 52.45882460260406),120,Tempelhof,Tempelhof - Schöneberg,"[""Men's clothing store"", ""Women's clothing store"", 'Jeans store', 'General clothing store']"
753,748,50370,Face it - Die Community Maske mit dem Hängeband,"Starstraße 11, 14195 Berlin, Germany",Clothing store,52.4638305,13.2781473,4.9,42,,,4.9,42,"('Clothing store',)",POINT (13.27243747462093 52.46724160553306),59,Zehlendorf  Nord,Steglitz - Zehlendorf,['General clothing store']
754,749,50412,Cif Boutique,"Breite Str. 29, 14199 Berlin, Germany",Women's clothing store,52.4748443,13.2918714,5.0,1,,,5.0,1,"(""Women's clothing store"",)",POINT (13.286162779332617 52.47825720526458),45,Schmargendorf,Charlottenburg-Wilm.,"[""Women's clothing store""]"
755,750,50413,City Jeans,"Meinekestraße 25, 10719 Berlin, Germany",Clothing store,52.5023515,13.3292973,4.1,16,,,4.0,24,"('Clothing store', 'Jeans shop')",POINT (13.323592295540223 52.50576905133322),104,Kantstraße,Charlottenburg-Wilm.,"['Jeans store', 'General clothing store']"
756,751,50437,Shaping New Tomorrow Berlin,"Kurfürstendamm 220, 10719 Berlin, Germany",Men's clothing store,52.5029577,13.3288764,5.0,48,,,5.0,192,"(""Men's clothing store"",)",POINT (13.323171236296641 52.506375293646975),104,Kantstraße,Charlottenburg-Wilm.,"[""Men's clothing store""]"
757,752,50629,Brigitte Kreuzberg - Boutique Frohnau,"Zeltinger Pl. 9, 13465 Berlin, Germany",Women's clothing store,52.634213,13.289585,5.0,6,,,5.0,10,"(""Women's clothing store"",)",POINT (13.283855215522289 52.637642247580885),6,Nord 1,Reinickendorf,"[""Women's clothing store""]"
758,753,50639,Jeans Fritz,"Oraniendamm 10-6, 13469 Berlin, Germany",Clothing store,52.6076613,13.326161,4.3,99,,,4.59,148,"('Clothing store', 'Jeans shop', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.320441714970084 52.611089574356065),14,Nord 2,Reinickendorf,"[""Men's clothing store"", ""Women's clothing store"", 'Jeans store', 'General clothing store']"
759,754,50676,Jeans Fritz,"Oraniendamm 10-6, 13469 Berlin, Germany",Clothing store,52.6076613,13.326161,4.3,98,,,4.59,148,"('Clothing store', 'Jeans shop', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.320441714970084 52.611089574356065),14,Nord 2,Reinickendorf,"[""Men's clothing store"", ""Women's clothing store"", 'Jeans store', 'General clothing store']"
760,755,50787,Steffi Mode & Accessores,"Waidmannsluster Damm 189, 13469 Berlin, Germany",Clothing store,52.6077803,13.3226525,5.0,6,,,5.0,12,"('Clothing store',)",POINT (13.316932524740766 52.61120841721295),14,Nord 2,Reinickendorf,['General clothing store']
761,756,50799,Einkaufsparadies Textilien & Geschenkartikel,"Brunowstraße 10, 13507 Berlin, Germany",Clothing store,52.5879,13.2847,5.0,4,,,5.0,6,"('Clothing store',)",POINT (13.27897531984346 52.59132423115979),7,West 5,Reinickendorf,['General clothing store']
762,757,50805,Peek & Cloppenburg,"Gorkistraße 12-20, 13507 Berlin, Germany",Clothing store,52.5896835,13.2859153,4.1,115,,,3.85,108,"('Clothing store',)",POINT (13.280190620933114 52.59310797400654),7,West 5,Reinickendorf,['General clothing store']
763,758,50913,C&A,"Alt-Tegel 2A, 13507 Berlin, Germany",Clothing store,52.5903297,13.2822531,4.1,1745,,,4.47,96,"('Clothing store', 'Dress store', ""Men's clothing store"", 'Outerwear store', ""Women's clothing store"")",POINT (13.276527632965012 52.593754063658366),7,West 5,Reinickendorf,"['Sportswear store', ""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
764,759,50945,C&A,"Alt-Tegel 2A, 13507 Berlin, Germany",Clothing store,52.5903297,13.2822531,4.1,1743,,,4.47,96,"('Clothing store', 'Dress store', ""Men's clothing store"", 'Outerwear store', ""Women's clothing store"")",POINT (13.276527632965012 52.593754063658366),7,West 5,Reinickendorf,"['Sportswear store', ""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
765,760,51009,NKD,"Hauptstraße 54, 16548 Glienicke/Nordbahn, Germany",Clothing store,52.630669,13.32335,4.0,20,,,4.5,18,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", ""Women's clothing store"")",POINT (13.317627174256536 52.634099513826015),6,Nord 1,Reinickendorf,"[""Men's clothing store"", ""Women's clothing store"", ""Children's clothing store"", 'General clothing store']"
766,761,51027,AWG Mode Center,"Schönfließer Str. 25G, 16540 Hohen Neuendorf, Germany",Clothing store,52.6657299,13.2968423,4.4,31,,,4.42,155,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", 'Outerwear store', 'Plus size clothing store', 'Sportswear store', ""Women's clothing store"")",POINT (13.291109790772541 52.66916275132968),6,Nord 1,Reinickendorf,"['Sportswear store', ""Men's clothing store"", ""Women's clothing store"", 'Plus size clothing store', ""Children's clothing store"", 'General clothing store']"
767,762,51182,Herrmann Moden,"Zeltinger Pl. 5, 13465 Berlin, Germany",Clothing store,52.6335628,13.289972,4.7,3,,,4.67,12,"('Clothing store',)",POINT (13.284242374921092 52.6369919991911),6,Nord 1,Reinickendorf,['General clothing store']
768,763,51194,BYANNE FASHION,"Oranienburger Chaussee 15, 16548 Glienicke/Nordbahn, Germany",Women's clothing store,52.6327697,13.3097922,5.0,3,,,5.0,6,"(""Women's clothing store"", 'Fashion accessories store')",POINT (13.304066491511362 52.636199775576635),6,Nord 1,Reinickendorf,"[""Women's clothing store"", 'Fashion accessories store']"
769,764,51200,nonoli design,"Schönfließer Str. 58, 16540 Hohen Neuendorf, Germany",Clothing store,52.6703954,13.2837239,4.8,14,,,4.67,18,"('Clothing store',)",POINT (13.277988254462974 52.67382809806762),6,Nord 1,Reinickendorf,['General clothing store']
770,765,51218,Tchibo im Supermarkt,"Ludolfingerpl. 6, 13465 Berlin, Germany",Coffee store,52.6328714,13.2870899,3.0,1,,,3.0,2,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.281359810856566 52.63630038843877),6,Nord 1,Reinickendorf,"[""Women's clothing store"", 'General clothing store']"
771,766,51220,Bienenkorb,"Maximiliankorso 1, 13465 Berlin, Germany",Children's clothing store,52.63327,13.28769,4.5,10,,,4.44,18,"(""Children's clothing store"",)",POINT (13.281959974208625 52.63669905860258),6,Nord 1,Reinickendorf,"[""Children's clothing store""]"
772,767,51238,Bella Figura Wäschegeschäft,"Zeltinger Pl. 13, 13465 Berlin, Germany",Clothing store,52.6343486,13.289759,4.1,9,,,5.0,8,"('Clothing store',)",POINT (13.284029231276499 52.6377778699914),6,Nord 1,Reinickendorf,['General clothing store']
773,768,51246,Rondo Frohnau & Verdini GmbH,"Zeltinger Pl. 16, 13465 Berlin, Germany",Women's clothing store,52.6335497,13.291999,4.4,8,,,4.17,12,"(""Women's clothing store"",)",POINT (13.286269766558371 52.636978995868084),6,Nord 1,Reinickendorf,"[""Women's clothing store""]"
774,769,51258,Cabinero B E R L I N,"Heinsestraße 25, 13467 Berlin, Germany",Clothing store,52.6156273,13.3079807,5.0,5,,,5.0,8,"('Clothing store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.302256880121234 52.6190555185145),6,Nord 1,Reinickendorf,"[""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
775,770,51266,CHARLOTTE Mode • Schmuck • Wohnaccessoires,"Fellbacher Str. 29, 13467 Berlin, Germany",Clothing store,52.6157612,13.3074102,4.9,9,,,5.0,12,"('Clothing store',)",POINT (13.301686252938788 52.619189404768235),6,Nord 1,Reinickendorf,['General clothing store']
776,771,51272,CHARLOTTE Mode • Schmuck • Wohnaccessoires,"Fellbacher Str. 29, 13467 Berlin, Germany",Clothing Shop,52.6157612,13.3074102,4.9,9,,,5.0,12,"('Clothing Shop',)",POINT (13.301686252938788 52.619189404768235),6,Nord 1,Reinickendorf,['General clothing store']
777,772,51278,Ernsting's family,"Brunnenstraße 105, 13355 Berlin, Germany",Clothing store,52.5499787,13.3899962,3.9,13,,,3.92,52,"('Clothing store', 'Department store', 'Toy store', ""Women's clothing store"")",POINT (13.38429668180898 52.55340409537359),110,Osloer Straße,Mitte,"[""Women's clothing store"", 'Department store', 'General clothing store']"
778,773,51291,Ernsting's family,"Brunnenstraße 105, 13355 Berlin, Germany",Clothing Shop,52.5499787,13.3899962,3.9,13,,,3.92,52,"('Clothing Shop', 'Department store', 'Toy Shop', ""Ladies' Clothes Shop"")",POINT (13.38429668180898 52.55340409537359),110,Osloer Straße,Mitte,"[""Women's clothing store"", 'Department store', 'General clothing store']"
779,774,51330,COLLOSEUM Store Berlin Gesundbrunnen Center,"Gesundbrunnen Center, Badstraße 4, 13357 Berlin, Germany",Clothing store,52.549853,13.3883887,3.9,31,,,3.96,95,"('Clothing store',)",POINT (13.382688889182136 52.553278304989085),110,Osloer Straße,Mitte,['General clothing store']
780,775,51348,COLLOSEUM Store Berlin Gesundbrunnen Center,"Gesundbrunnen Center, Badstraße 4, 13357 Berlin, Germany",Clothing Shop,52.549853,13.3883887,3.9,31,,,3.96,95,"('Clothing Shop',)",POINT (13.382688889182136 52.553278304989085),110,Osloer Straße,Mitte,['General clothing store']
781,776,51425,Calzedonia,"Badstraße 4, 13357 Berlin, Germany",Clothing store,52.5498296,13.3878896,3.9,20,,,3.83,42,"('Clothing store', ""Children's clothing store"", 'Swimwear store')",POINT (13.382189696302929 52.55325487853986),110,Osloer Straße,Mitte,"['Swimwear store', ""Children's clothing store"", 'General clothing store']"
782,777,51467,KiK Berlin,"Brunnenstraße 103 - 105, 13355 Berlin, Germany",Clothing store,52.5473366,13.3893608,3.9,73,,,3.81,124,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.383661502030803 52.55076169184585),113,Brunnenstr. Nord,Mitte,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
783,778,51488,KiK Berlin,"Brunnenstraße 103 - 105, 13355 Berlin, Germany",Clothing store,52.5473366,13.3893608,3.9,73,,,3.81,124,"('Clothing Shop', 'Baby Clothing Shop', ""Children's Clothes Shop"", 'Homewares Shop', ""Men's Clothes Shop"", 'Plus Size Clothing Shop', ""Ladies' Clothes Shop"")",POINT (13.383661502030803 52.55076169184585),113,Brunnenstr. Nord,Mitte,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
784,779,51551,KiK Berlin,"Brunnenstraße 103 - 105, 13355 Berlin, Germany",Clothing store,52.5473366,13.3893608,3.9,72,,,3.81,124,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.383661502030803 52.55076169184585),113,Brunnenstr. Nord,Mitte,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
785,780,51591,RJ Black Falcons Weding,"Gesundbrunnen Center, Badstraße 4, 13357 Berlin, Germany",Clothing store,52.5498339,13.389536,4.5,12,,,4.38,40,"('Clothing store',)",POINT (13.383836412133876 52.55325925825774),110,Osloer Straße,Mitte,['General clothing store']
786,781,51599,RJ Black Falcons Weding,"Gesundbrunnen Center, Badstraße 4, 13357 Berlin, Germany",Clothing store,52.5498339,13.389536,4.5,12,,,4.38,40,"('Clothing Shop',)",POINT (13.383836412133876 52.55325925825774),110,Osloer Straße,Mitte,['General clothing store']
787,782,51631,BONITA,"Badstraße 4, 13357 Berlin, Germany",Women's clothing store,52.5499081,13.38869,4.2,20,,,4.2,50,"(""Women's clothing store"", 'Dress store')",POINT (13.382990239942998 52.553333425188576),110,Osloer Straße,Mitte,"[""Women's clothing store""]"
788,783,51641,BONITA,"Badstraße 4, 13357 Berlin, Germany",Women's clothing store,52.5499081,13.38869,4.2,20,,,4.2,50,"(""Ladies' Clothes Shop"", 'Dress Shop')",POINT (13.382990239942998 52.553333425188576),110,Osloer Straße,Mitte,"[""Women's clothing store""]"
789,784,51681,Ulla Popken,"Gesundbrunnen-Center, Badstraße 4A, 13357 Berlin, Germany",Plus size clothing store,52.5496525,13.3881449,4.4,66,,,4.75,112,"('Plus size clothing store', 'Dress store', 'Florist', 'Swimwear store', 'Underwear store')",POINT (13.382445068312185 52.55307777253817),110,Osloer Straße,Mitte,"['Swimwear store', ""Women's clothing store"", 'Plus size clothing store', 'Underwear store']"
790,785,51793,VERO MODA,"Badstraße 4, 13357 Berlin, Germany",Women's clothing store,52.54976,13.3899343,4.0,48,,,3.53,75,"(""Women's clothing store"", 'Clothing store')",POINT (13.384234798251194 52.55318536980109),110,Osloer Straße,Mitte,"[""Women's clothing store"", 'General clothing store']"
791,786,51808,VERO MODA,"Badstraße 4, 13357 Berlin, Germany",Women's clothing store,52.54976,13.3899343,4.0,48,,,3.53,75,"(""Ladies' Clothes Shop"", 'Clothing Shop')",POINT (13.384234798251194 52.55318536980109),110,Osloer Straße,Mitte,"[""Women's clothing store"", 'General clothing store']"
792,787,51868,JACK & JONES,"Badstraße 4, 13357 Berlin, Germany",Men's clothing store,52.5497334,13.3897702,4.3,94,,,3.89,158,"(""Men's clothing store"", 'Boutique', 'Clothing store', 'Jeans shop', 'Fashion accessories store', 'Formal wear store', 'Outerwear store', 'T-shirt store')",POINT (13.384070670162524 52.553158759152204),110,Osloer Straße,Mitte,"['Sportswear store', ""Men's clothing store"", 'Fashion accessories store', 'Formal wear store', 'T-shirt store', 'Jeans store', 'General clothing store']"
793,788,51900,JACK & JONES,"Badstraße 4, 13357 Berlin, Germany",Men's clothing store,52.5497334,13.3897702,4.3,94,,,3.89,158,"(""Men's Clothes Shop"", 'Boutique', 'Clothing Shop', 'Jeans shop', 'Fashion accessories shop', 'Formal Wear Shop', 'Outerwear Shop', 'T-shirt Shop')",POINT (13.384070670162524 52.553158759152204),110,Osloer Straße,Mitte,"['Sportswear store', ""Men's clothing store"", 'Fashion accessories store', 'Formal wear store', 'T-shirt store', 'Jeans store', 'General clothing store']"
794,789,52026,DefShop Gesundbrunnen Center,"Badstraße 4 UG, 13357 Berlin, Germany",Clothing store,52.5498783,13.3889906,3.6,157,,,2.33,105,"('Clothing store',)",POINT (13.383290901570781 52.55330363658396),110,Osloer Straße,Mitte,['General clothing store']
795,790,52047,DefShop Gesundbrunnen Center,"Badstraße 4 UG, 13357 Berlin, Germany",Clothing store,52.5498783,13.3889906,3.6,157,,,2.33,105,"('Clothing Shop',)",POINT (13.383290901570781 52.55330363658396),110,Osloer Straße,Mitte,['General clothing store']
796,791,52131,ONLY,"Gesundbrunnen Center, Badstraße 4, 13357 Berlin, Germany",Women's clothing store,52.5498458,13.3894698,3.9,24,,,4.06,96,"(""Women's clothing store"",)",POINT (13.38377019787021 52.55327115629961),110,Osloer Straße,Mitte,"[""Women's clothing store""]"
797,792,52147,ONLY,"Gesundbrunnen Center, Badstraße 4, 13357 Berlin, Germany",Women's clothing store,52.5498458,13.3894698,3.9,24,,,4.06,96,"(""Ladies' Clothes Shop"",)",POINT (13.38377019787021 52.55327115629961),110,Osloer Straße,Mitte,"[""Women's clothing store""]"
798,793,52227,NEW YORKER,"Badstraße 4, 13357 Berlin, Germany",Clothing store,52.5495705,13.3888287,4.0,380,,,3.41,297,"('Clothing store',)",POINT (13.383129010342246 52.55299579699241),110,Osloer Straße,Mitte,['General clothing store']
799,794,52524,Berlin Muscles,"Waidmannsluster Damm 183, 13469 Berlin, Germany",Vitamin & supplements store,52.6074494,13.3209935,4.8,12,,,4.8,5,"('Vitamin & supplements store', 'Sporting goods store', 'Sportswear store')",POINT (13.315273248826067 52.61087740292977),14,Nord 2,Reinickendorf,['Sportswear store']
800,795,52529,"Secondhand ""Neuer Tag - Neues Glück""","Breite Str. 2, 13187 Berlin, Germany",Thrift store,52.5723671,13.4147306,4.9,19,,,4.93,45,"('Thrift store', 'Second hand store', 'Used clothing store')",POINT (13.409032935163605 52.57579599881341),29,Pankow Zentrum,Pankow,"['Second hand clothing store', 'Vintage clothing store']"
801,796,52574,HEMA,"Wilmersdorfer Str. 118, 10627 Berlin, Germany",Department store,52.5084727,13.3064314,4.1,190,,,4.04,50,"('Clothing store', 'Baby store', 'Bedding store', 'Boutique', 'Department store', 'Cosmetics store', 'Gift shop', 'Party store', 'Stationery store')",POINT (13.300721215665162 52.51188978051023),43,Schloß Charlottenburg,Charlottenburg-Wilm.,"['Baby clothing store', 'Formal wear store', 'Beauty supplies store', 'Department store', 'Home supplies store', 'General clothing store']"
802,797,52624,HUMANA Secondhand & Vintage,"Schönhauser Allee 72, 10437 Berlin, Germany",Used clothing store,52.5483282,13.4139821,4.0,97,,,3.64,288,"('Used clothing store', 'Vintage clothing store')",POINT (13.408287405418152 52.551754579247586),35,Prenzlauer Berg Nordwest,Pankow,"['Second hand clothing store', 'Vintage clothing store']"
803,798,52912,dm-drogerie markt,"Am Borsigturm 2, 13507 Berlin, Germany",Drug store,52.5838469,13.285347,3.4,39,,,3.33,21,"('Drug store', 'Cosmetics store', 'Grocery store', 'Perfume store')",POINT (13.279622972314108 52.5872707440642),7,West 5,Reinickendorf,['Beauty supplies store']
804,799,52933,Out of India,"Rue Joseph le Brix 9, 13405 Berlin, Germany",Fabric store,52.5671455,13.2980203,4.5,31,,,4.5,16,"('Clothing store', 'Fabric store')",POINT (13.29230088152746 52.57056823238724),106,West 1,Reinickendorf,"['Emboidery & Clothing alternation store', 'General clothing store']"
805,800,52949,POLO Motorrad Store Berlin Reinickendorf,"Holzhauser Str. 62-68, 13509 Berlin, Germany",Motorcycle parts store,52.5806344,13.3038087,4.4,818,,,4.1,123,"('Motorcycle parts store', 'Sportswear store')",POINT (13.298088638073683 52.58405880456448),94,West 3,Reinickendorf,['Sportswear store']
806,801,53072,ITALOJEANS,"Am Borsigturm 2, 13507 Berlin, Germany",Jeans shop,52.5848444,13.2869248,3.1,7,,,3.0,5,"('Jeans shop',)",POINT (13.281200945509923 52.58826842329809),7,West 5,Reinickendorf,['Jeans store']
807,802,53077,Kik,"Holzhauser Str. 152, 13509 Berlin, Germany",Clothing store,52.5850803,13.3139246,4.0,239,,,3.64,66,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.308205903327543 52.588505652155995),14,Nord 2,Reinickendorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
808,803,53143,Hunkemöller,"Am Borsigturm 2, 13507 Berlin, Germany",Lingerie store,52.585271,13.2868267,4.2,53,,,4.18,22,"('Lingerie store', 'Clothing store', 'Swimwear store', ""Women's clothing store"")",POINT (13.281102771077066 52.58869506259165),7,West 5,Reinickendorf,"['Swimwear store', ""Women's clothing store"", 'Underwear store', 'General clothing store']"
809,804,53165,Modeboutique En Vogue,"Zeltinger Pl. 2, 13465 Berlin, Germany",Boutique,52.6333128,13.2904064,3.0,2,,,5.0,1,"('Boutique',)",POINT (13.284676891147058 52.636741994397546),6,Nord 1,Reinickendorf,['Formal wear store']
810,805,53166,ANTONY YORCK • Online Boutique • Fashion & Accessoires,"Silvesterweg 69A, 13467 Berlin, Germany",Boutique,52.6264543,13.307414,5.0,2,,,5.0,4,"('Boutique', 'Clothing store', 'Corporate office', 'Distribution service', 'Fashion designer', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.301688658418463 52.62988360874498),6,Nord 1,Reinickendorf,"[""Men's clothing store"", ""Women's clothing store"", 'Formal wear store', 'General clothing store']"
811,806,53170,Grand Wedding Brautfashion Best SALE Store,"Burgfrauenstraße 120, 13465 Berlin Hermsdorf / Frohnau, Germany",Bridal shop,52.6270904,13.3084651,4.2,50,,,3.0,2,"('Bridal shop',)",POINT (13.302739877588577 52.630519825204686),6,Nord 1,Reinickendorf,['Bridal store']
812,807,53172,C.I.F. Creation Innovation Fashion,"Oberhofer Weg 17, 12209 Berlin, Germany",Clothing store,52.4264084,13.3274278,5.0,3,,,5.0,6,"('Clothing store',)",POINT (13.321732248230662 52.42981801690691),117,Ostpreußendamm,Steglitz - Zehlendorf,['General clothing store']
813,808,53178,Favours! by CBR,"Lankwitzer Str. 19, 12209 Berlin, Germany",Clothing store,52.4292638,13.3291794,5.0,1,,,5.0,2,"('Clothing store',)",POINT (13.323483815626004 52.432673796257454),117,Ostpreußendamm,Steglitz - Zehlendorf,['General clothing store']
814,809,53180,KiK Berlin Lichterfelde,"Hildburghauser Str. 250, 12207 Berlin, Germany",Clothing store,52.4203447,13.3130407,4.1,68,,,4.21,28,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.307343174784075 52.42375299734782),117,Ostpreußendamm,Steglitz - Zehlendorf,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
815,810,53208,Moda Preferenza,"Oberhofer Weg, 12209 Berlin, Germany",Boutique,52.4275709,13.3266689,5.0,4,,,5.0,2,"('Boutique',)",POINT (13.320973053020968 52.43098060044066),117,Ostpreußendamm,Steglitz - Zehlendorf,['Formal wear store']
